14:53:56,606 | INFO  | l Console Thread | ultOsgiApplicationContextCreator | 210 - org.springframework.osgi.extender - 1.2.1 | Discovered configurations {osgibundle:/META-INF/spring/*.xml} in bundle [Fuse Kafka Producer Example (FuseCamelKafkaProducerSpringDSL)]
14:55:59,853 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:55:59,853 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2287, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1977, kafka.TOPIC=topic1}
14:55:59,853 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2287, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1977, kafka.TOPIC=topic1}
14:55:59,854 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:55:59,854 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2289, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1978, kafka.TOPIC=topic1}
14:55:59,854 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:55:59,854 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2289, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1978, kafka.TOPIC=topic1}
14:55:59,854 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2289, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1978, kafka.TOPIC=topic1}
14:56:00,351 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,351 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2291, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1979, kafka.TOPIC=topic1}
14:56:00,351 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,351 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2291, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1979, kafka.TOPIC=topic1}
14:56:00,352 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2291, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1979, kafka.TOPIC=topic1}
14:56:00,352 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,353 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2293, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1980, kafka.TOPIC=topic1}
14:56:00,353 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,353 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2293, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1980, kafka.TOPIC=topic1}
14:56:00,353 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2293, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1980, kafka.TOPIC=topic1}
14:56:00,353 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,354 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2295, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1981, kafka.TOPIC=topic1}
14:56:00,354 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,354 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2295, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1981, kafka.TOPIC=topic1}
14:56:00,354 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2295, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1981, kafka.TOPIC=topic1}
14:56:00,354 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,354 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2297, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1982, kafka.TOPIC=topic1}
14:56:00,354 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,355 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2297, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1982, kafka.TOPIC=topic1}
14:56:00,355 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2297, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1982, kafka.TOPIC=topic1}
14:56:00,355 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,355 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2299, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1983, kafka.TOPIC=topic1}
14:56:00,355 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,355 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2299, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1983, kafka.TOPIC=topic1}
14:56:00,355 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2299, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1983, kafka.TOPIC=topic1}
14:56:00,852 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,853 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2301, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1984, kafka.TOPIC=topic1}
14:56:00,853 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,853 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2301, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1984, kafka.TOPIC=topic1}
14:56:00,853 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2301, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1984, kafka.TOPIC=topic1}
14:56:00,853 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,853 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2303, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1985, kafka.TOPIC=topic1}
14:56:00,854 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,854 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2303, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1985, kafka.TOPIC=topic1}
14:56:00,854 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2303, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1985, kafka.TOPIC=topic1}
14:56:00,854 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,854 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2305, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1986, kafka.TOPIC=topic1}
14:56:00,854 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,854 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2305, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1986, kafka.TOPIC=topic1}
14:56:00,855 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2305, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1986, kafka.TOPIC=topic1}
14:56:00,855 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,855 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2307, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1987, kafka.TOPIC=topic1}
14:56:00,855 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,855 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2307, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1987, kafka.TOPIC=topic1}
14:56:00,855 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2307, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1987, kafka.TOPIC=topic1}
14:56:00,856 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,856 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2309, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1988, kafka.TOPIC=topic1}
14:56:00,856 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:00,856 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2309, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1988, kafka.TOPIC=topic1}
14:56:00,856 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2309, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1988, kafka.TOPIC=topic1}
14:56:01,354 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:01,354 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2311, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1989, kafka.TOPIC=topic1}
14:56:01,354 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:01,354 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2311, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1989, kafka.TOPIC=topic1}
14:56:01,354 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2311, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1989, kafka.TOPIC=topic1}
14:56:01,355 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:01,355 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2313, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1990, kafka.TOPIC=topic1}
14:56:01,355 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:01,355 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2313, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1990, kafka.TOPIC=topic1}
14:56:01,355 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2313, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1990, kafka.TOPIC=topic1}
14:56:01,356 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:01,356 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2315, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1991, kafka.TOPIC=topic1}
14:56:01,356 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:01,356 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2315, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1991, kafka.TOPIC=topic1}
14:56:01,356 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2315, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1991, kafka.TOPIC=topic1}
14:56:01,357 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:01,357 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2317, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1992, kafka.TOPIC=topic1}
14:56:01,357 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:01,357 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2317, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1992, kafka.TOPIC=topic1}
14:56:01,357 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2317, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1992, kafka.TOPIC=topic1}
14:56:01,358 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:01,358 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2319, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1993, kafka.TOPIC=topic1}
14:56:01,358 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:01,358 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2319, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1993, kafka.TOPIC=topic1}
14:56:01,358 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2319, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1993, kafka.TOPIC=topic1}
14:56:01,855 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:01,855 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2321, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1994, kafka.TOPIC=topic1}
14:56:01,855 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:01,855 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2321, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1994, kafka.TOPIC=topic1}
14:56:01,855 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2321, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1994, kafka.TOPIC=topic1}
14:56:01,856 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:01,856 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2323, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1995, kafka.TOPIC=topic1}
14:56:01,856 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:01,856 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2323, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1995, kafka.TOPIC=topic1}
14:56:01,856 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2323, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1995, kafka.TOPIC=topic1}
14:56:01,857 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:01,857 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2325, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1996, kafka.TOPIC=topic1}
14:56:01,857 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:01,857 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2325, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1996, kafka.TOPIC=topic1}
14:56:01,857 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2325, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1996, kafka.TOPIC=topic1}
14:56:01,858 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
14:56:01,858 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Headers: {breadcrumbId=ID-RajivMacBookPro-60157-1503042709431-5-2327, kafka.CONTENT_TYPE=1, kafka.EXCHANGE_NAME=0, kafka.OFFSET=1997, kafka.TOPIC=topic1}
14:56:01,858 | INFO  | Consumer[topic1] | spring-kafka-consumer-route      | 232 - org.apache.camel.camel-core - 2.17.0.redhat-630187 | Received Body: SMS1 
